app_id,ccu,owners,avg_playtime_min,ccu_at_1yr,ccu_peak
1649240,84,"500,000 .. 1,000,000",972,330.0,6643.0
1413480,83,"100,000 .. 200,000",2160,178.0,1892.0
1715130,83,"500,000 .. 1,000,000",293,498.0,1212.0
1656780,82,"500,000 .. 1,000,000",756,,
2138610,82,"20,000 .. 50,000",2887,34.0,2073.0
1238060,81,"500,000 .. 1,000,000",697,883.0,1083.0
1382070,81,"200,000 .. 500,000",202,174.0,607.0
1295920,80,"200,000 .. 500,000",304,207.0,1378.0
1020790,80,"100,000 .. 200,000",610,250.0,1663.0
2703850,80,"200,000 .. 500,000",532,277.0,916.0
1222730,79,"1,000,000 .. 2,000,000",418,375.0,35721.0
2287220,79,"100,000 .. 200,000",2755,758.0,6352.0
1677350,77,"200,000 .. 500,000",1967,697.0,1363.0
2375550,77,"200,000 .. 500,000",1548,626.0,13737.0
1624540,76,"200,000 .. 500,000",189,221.0,1475.0
1388880,76,"500,000 .. 1,000,000",1557,312.0,6912.0
2221920,75,"200,000 .. 500,000",694,939.0,2288.0
1839950,75,"100,000 .. 200,000",4172,311.0,2382.0
1983260,75,"100,000 .. 200,000",547,136.0,486.0
813230,75,"200,000 .. 500,000",584,446.0,8107.0
2052040,74,"0 .. 20,000",407,69.0,286.0
601840,74,"500,000 .. 1,000,000",1049,581.0,7545.0
1177980,74,"200,000 .. 500,000",339,352.0,2936.0
1703340,73,"1,000,000 .. 2,000,000",293,636.0,6477.0
1260520,73,"100,000 .. 200,000",476,169.0,581.0
2272900,73,"50,000 .. 100,000",305,68.0,2670.0
1220140,73,"200,000 .. 500,000",1033,424.0,2240.0
1252330,73,"1,000,000 .. 2,000,000",825,1074.0,20050.0
973810,72,"200,000 .. 500,000",372,100.0,2149.0
2750080,72,"20,000 .. 50,000",2080,206.0,888.0
987840,72,"500,000 .. 1,000,000",1535,554.0,9731.0
985890,72,"500,000 .. 1,000,000",1303,430.0,6042.0
1148760,71,"200,000 .. 500,000",1959,215.0,682.0
1179580,71,"500,000 .. 1,000,000",639,186.0,5001.0
742420,71,"200,000 .. 500,000",703,312.0,2975.0
1469610,71,"100,000 .. 200,000",1127,548.0,5650.0
2369900,71,"50,000 .. 100,000",870,141.0,1781.0
1902690,70,"100,000 .. 200,000",1221,609.0,9254.0
1227690,69,"500,000 .. 1,000,000",180,133.0,1159.0
1128860,69,"200,000 .. 500,000",1575,280.0,3579.0
2475490,69,"500,000 .. 1,000,000",178,280.0,1241.0
882100,68,"1,000,000 .. 2,000,000",796,588.0,20701.0
803050,68,"200,000 .. 500,000",1267,307.0,8256.0
1874170,68,"200,000 .. 500,000",1349,275.0,677.0
1257290,68,"50,000 .. 100,000",2094,140.0,3941.0
2477340,68,"200,000 .. 500,000",535,1395.0,2726.0
1672500,68,"200,000 .. 500,000",2074,182.0,27033.0
2396240,66,"50,000 .. 100,000",2229,189.0,1276.0
1049410,65,"1,000,000 .. 2,000,000",181,543.0,1255.0
1150530,65,"100,000 .. 200,000",523,218.0,3844.0
790710,64,"1,000,000 .. 2,000,000",7459,234.0,680.0
2144740,64,"500,000 .. 1,000,000",322,466.0,1969.0
2109370,63,"100,000 .. 200,000",935,258.0,3553.0
2436570,63,"20,000 .. 50,000",102,154.0,702.0
2296990,63,"1,000,000 .. 2,000,000",154,500.0,22179.0
1702330,62,"100,000 .. 200,000",1042,242.0,2680.0
1587130,61,"200,000 .. 500,000",841,258.0,1085.0
1590910,61,"500,000 .. 1,000,000",283,74.0,319.0
900040,61,"200,000 .. 500,000",1574,546.0,8194.0
1944430,61,"200,000 .. 500,000",359,177.0,1520.0
774181,60,"500,000 .. 1,000,000",457,,
1276760,60,"200,000 .. 500,000",340,876.0,4054.0
1608070,59,"500,000 .. 1,000,000",788,414.0,8043.0
1580240,59,"200,000 .. 500,000",930,230.0,1261.0
1602010,59,"200,000 .. 500,000",774,142.0,5628.0
1040230,58,"500,000 .. 1,000,000",1433,336.0,3043.0
1374840,58,"200,000 .. 500,000",752,194.0,2037.0
775500,58,"1,000,000 .. 2,000,000",825,824.0,14479.0
758870,57,"100,000 .. 200,000",894,140.0,2248.0
978300,57,"50,000 .. 100,000",612,199.0,1542.0
2603020,57,"50,000 .. 100,000",299,63.0,831.0
1274600,56,"100,000 .. 200,000",733,119.0,2056.0
1939970,56,"500,000 .. 1,000,000",374,128.0,1119.0
2008920,56,"100,000 .. 200,000",852,134.0,559.0
1307710,56,"100,000 .. 200,000",943,209.0,455.0
1237980,55,"1,000,000 .. 2,000,000",232,115.0,594.0
1818750,55,"5,000,000 .. 10,000,000",675,84.0,153044.0
1874490,55,"500,000 .. 1,000,000",1898,150.0,4570.0
1024650,54,"20,000 .. 50,000",1593,360.0,1107.0
918570,54,"2,000,000 .. 5,000,000",308,366.0,12222.0
894020,54,"500,000 .. 1,000,000",622,425.0,3740.0
969990,52,"1,000,000 .. 2,000,000",462,378.0,5058.0
1358700,52,"100,000 .. 200,000",959,359.0,2512.0
1796220,51,"100,000 .. 200,000",576,76.0,631.0
1677770,51,"500,000 .. 1,000,000",591,236.0,587.0
874260,51,"500,000 .. 1,000,000",373,97.0,585.0
1434950,51,"500,000 .. 1,000,000",1038,175.0,1683.0
936790,51,"500,000 .. 1,000,000",895,197.0,7428.0
1515210,51,"1,000,000 .. 2,000,000",162,703.0,11533.0
1202200,50,"100,000 .. 200,000",443,266.0,1506.0
1361510,50,"200,000 .. 500,000",425,232.0,8700.0
604540,50,"200,000 .. 500,000",833,675.0,7728.0
2634890,50,"50,000 .. 100,000",719,146.0,2019.0
1712350,50,"100,000 .. 200,000",538,75.0,1659.0
907650,49,"200,000 .. 500,000",1099,296.0,4122.0
1760250,49,"200,000 .. 500,000",2709,1594.0,6024.0
893850,49,"200,000 .. 500,000",2569,229.0,1051.0
1668510,49,"20,000 .. 50,000",2533,123.0,794.0
1227530,49,"500,000 .. 1,000,000",569,710.0,3051.0
981430,48,"200,000 .. 500,000",1578,212.0,1883.0
897450,48,"200,000 .. 500,000",453,674.0,3518.0
2380050,48,"200,000 .. 500,000",589,363.0,4009.0
1623070,48,"50,000 .. 100,000",471,135.0,732.0
977880,48,"500,000 .. 1,000,000",753,284.0,12296.0
1422440,47,"200,000 .. 500,000",345,159.0,3129.0
1480560,47,"100,000 .. 200,000",634,222.0,2053.0
2272250,47,"20,000 .. 50,000",257,49.0,292.0
1276790,46,"500,000 .. 1,000,000",884,490.0,16297.0
1225570,46,"500,000 .. 1,000,000",224,190.0,933.0
1544020,46,"1,000,000 .. 2,000,000",793,767.0,15556.0
2067050,46,"100,000 .. 200,000",193,96.0,2114.0
1599660,46,"100,000 .. 200,000",457,229.0,729.0
1061910,45,"1,000,000 .. 2,000,000",232,184.0,2682.0
1069160,44,"500,000 .. 1,000,000",492,69.0,1321.0
2638370,44,"200,000 .. 500,000",369,66.0,5690.0
1184050,44,"200,000 .. 500,000",869,410.0,6401.0
1178830,44,"1,000,000 .. 2,000,000",207,439.0,13637.0
550320,44,"50,000 .. 100,000",309,84.0,421.0
1030210,44,"500,000 .. 1,000,000",729,840.0,3849.0
1281590,44,"500,000 .. 1,000,000",390,339.0,4573.0
2021880,44,"20,000 .. 50,000",4415,395.0,3449.0
2527390,44,"100,000 .. 200,000",501,66.0,4979.0
953490,44,"1,000,000 .. 2,000,000",246,339.0,3730.0
1954200,43,"1,000,000 .. 2,000,000",451,344.0,2618.0
1076200,43,"200,000 .. 500,000",1135,204.0,2517.0
1794960,43,"500,000 .. 1,000,000",682,262.0,2648.0
1716120,43,"20,000 .. 50,000",941,72.0,1293.0
1268590,42,"100,000 .. 200,000",1215,158.0,5907.0
2356560,42,"20,000 .. 50,000",1174,193.0,1977.0
1436700,42,"200,000 .. 500,000",900,275.0,1554.0
1262600,42,"1,000,000 .. 2,000,000",597,193.0,415.0
1446650,42,"50,000 .. 100,000",1851,207.0,2169.0
1386780,42,"100,000 .. 200,000",1164,227.0,968.0
1755910,42,"1,000,000 .. 2,000,000",312,37.0,458580.0
1668540,42,"20,000 .. 50,000",2364,184.0,2257.0
1556200,42,"200,000 .. 500,000",1354,160.0,1491.0
2637990,41,"100,000 .. 200,000",123,147.0,415.0
1771980,41,"500,000 .. 1,000,000",296,64.0,1122.0
1582650,40,"200,000 .. 500,000",336,89.0,748.0
1136370,40,"200,000 .. 500,000",548,160.0,2983.0
1668520,40,"20,000 .. 50,000",2192,95.0,884.0
1272160,40,"200,000 .. 500,000",715,194.0,1544.0
1340480,40,"200,000 .. 500,000",471,88.0,685.0
1170080,40,"100,000 .. 200,000",542,112.0,609.0
1552350,39,"200,000 .. 500,000",381,515.0,4635.0
1233570,39,"500,000 .. 1,000,000",1554,322.0,1427.0
988910,39,"100,000 .. 200,000",1209,258.0,680.0
1205520,39,"200,000 .. 500,000",828,190.0,1250.0
1283410,39,"200,000 .. 500,000",531,244.0,1537.0
750130,38,"200,000 .. 500,000",462,208.0,958.0
1567020,38,"200,000 .. 500,000",439,190.0,3596.0
2071500,38,"100,000 .. 200,000",1159,101.0,7662.0
1194630,38,"200,000 .. 500,000",378,534.0,4978.0
956030,38,"200,000 .. 500,000",379,57.0,361.0
1937780,38,"200,000 .. 500,000",998,184.0,4858.0
1675830,37,"200,000 .. 500,000",353,153.0,278.0
738520,37,"1,000,000 .. 2,000,000",654,147.0,6800.0
1939160,37,"200,000 .. 500,000",982,141.0,3074.0
1356670,37,"200,000 .. 500,000",1273,389.0,6953.0
1967430,37,"100,000 .. 200,000",617,122.0,1459.0
1395030,37,"100,000 .. 200,000",402,16.0,175.0
597820,37,"1,000,000 .. 2,000,000",922,681.0,36397.0
2741560,37,"100,000 .. 200,000",35,108.0,516.0
895620,36,"200,000 .. 500,000",823,348.0,2179.0
1578650,36,"500,000 .. 1,000,000",329,196.0,698.0
1812090,36,"50,000 .. 100,000",328,124.0,247.0
1140270,36,"200,000 .. 500,000",394,307.0,1153.0
466630,36,"200,000 .. 500,000",173,88.0,160.0
2012510,36,"1,000,000 .. 2,000,000",158,412.0,4456.0
1115690,36,"500,000 .. 1,000,000",314,194.0,2628.0
1355090,35,"50,000 .. 100,000",421,104.0,892.0
1123050,35,"200,000 .. 500,000",641,57.0,1983.0
1874000,34,"100,000 .. 200,000",801,115.0,8505.0
1282150,34,"200,000 .. 500,000",312,75.0,1334.0
2370170,34,"0 .. 20,000",1809,87.0,190.0
2510710,34,"100,000 .. 200,000",1396,40.0,1567.0
1240210,34,"500,000 .. 1,000,000",380,535.0,1327.0
1147550,33,"1,000,000 .. 2,000,000",513,303.0,848.0
2446550,33,"500,000 .. 1,000,000",346,49.0,6772.0
2111190,33,"200,000 .. 500,000",252,94.0,784.0
2238900,33,"100,000 .. 200,000",1918,207.0,8019.0
1137300,33,"200,000 .. 500,000",581,172.0,1271.0
2445990,33,"20,000 .. 50,000",991,82.0,673.0
1291340,33,"1,000,000 .. 2,000,000",191,330.0,1162.0
690040,32,"1,000,000 .. 2,000,000",299,110.0,3718.0
1570010,32,"200,000 .. 500,000",299,153.0,706.0
1354830,32,"100,000 .. 200,000",420,95.0,570.0
1840080,32,"500,000 .. 1,000,000",539,90.0,4315.0
998740,32,"200,000 .. 500,000",1296,235.0,1233.0
1222370,32,"500,000 .. 1,000,000",408,262.0,5452.0
1004750,32,"200,000 .. 500,000",218,73.0,678.0
1451810,32,"50,000 .. 100,000",325,127.0,1004.0
2230650,32,"100,000 .. 200,000",1326,223.0,5378.0
1622910,31,"200,000 .. 500,000",300,401.0,729.0
1622900,31,"200,000 .. 500,000",1135,108.0,4752.0
1238880,31,"200,000 .. 500,000",521,89.0,282.0
1766740,31,"500,000 .. 1,000,000",203,313.0,4033.0
1100410,31,"200,000 .. 500,000",977,97.0,810.0
2195410,31,"100,000 .. 200,000",552,247.0,1406.0
2111170,31,"0 .. 20,000",1075,118.0,1528.0
1590760,30,"200,000 .. 500,000",540,40.0,944.0
1816300,30,"50,000 .. 100,000",1227,170.0,3354.0
1072500,30,"100,000 .. 200,000",301,86.0,427.0
1271100,30,"0 .. 20,000",463,10.0,103.0
924980,30,"200,000 .. 500,000",1560,442.0,6794.0
1335790,30,"500,000 .. 1,000,000",291,364.0,1066.0
1540210,30,"20,000 .. 50,000",354,,
1998340,30,"20,000 .. 50,000",5766,70.0,859.0
424370,30,"1,000,000 .. 2,000,000",2198,1658.0,127542.0
1585220,29,"200,000 .. 500,000",228,141.0,322.0
1644940,29,"100,000 .. 200,000",568,118.0,368.0
1135300,29,"200,000 .. 500,000",971,172.0,5919.0
1792250,29,"500,000 .. 1,000,000",277,131.0,1505.0
1283400,29,"200,000 .. 500,000",537,130.0,2799.0
1287840,29,"200,000 .. 500,000",651,307.0,2539.0
824600,28,"200,000 .. 500,000",318,37.0,438.0
2305840,28,"100,000 .. 200,000",420,299.0,2396.0
2878600,28,"200,000 .. 500,000",401,154.0,3977.0
921800,28,"200,000 .. 500,000",945,356.0,3743.0
1029210,28,"100,000 .. 200,000",1278,132.0,749.0
2490990,28,"100,000 .. 200,000",2630,99.0,6947.0
751630,28,"100,000 .. 200,000",764,191.0,872.0
1266700,27,"100,000 .. 200,000",460,94.0,2866.0
1328350,27,"200,000 .. 500,000",446,63.0,644.0
798490,27,"200,000 .. 500,000",345,378.0,1664.0
553540,27,"200,000 .. 500,000",1061,151.0,5607.0
2085000,27,"0 .. 20,000",75,78.0,1689.0
1432050,27,"200,000 .. 500,000",703,575.0,3489.0
1133760,27,"100,000 .. 200,000",441,159.0,2200.0
850320,27,"20,000 .. 50,000",109,27.0,483.0
1619520,26,"100,000 .. 200,000",1375,82.0,1356.0
651670,26,"200,000 .. 500,000",490,100.0,1772.0
2379390,26,"200,000 .. 500,000",307,210.0,2338.0
2223840,26,"100,000 .. 200,000",235,85.0,1952.0
1392960,26,"50,000 .. 100,000",1224,164.0,1110.0
916840,26,"500,000 .. 1,000,000",358,251.0,1366.0
2021210,26,"0 .. 20,000",2024,37.0,562.0
2719200,26,"0 .. 20,000",462,85.0,304.0
1097200,26,"500,000 .. 1,000,000",321,62.0,4996.0
1167750,26,"100,000 .. 200,000",253,99.0,690.0
958400,26,"200,000 .. 500,000",1747,240.0,704.0
1938010,26,"200,000 .. 500,000",1700,226.0,28475.0
1977170,25,"200,000 .. 500,000",321,133.0,350.0
1898290,25,"100,000 .. 200,000",216,71.0,1271.0
1999770,25,"100,000 .. 200,000",1995,272.0,7118.0
1956040,25,"100,000 .. 200,000",512,71.0,1712.0
2366980,25,"200,000 .. 500,000",179,109.0,655.0
1419160,25,"200,000 .. 500,000",1188,51.0,1400.0
2481020,25,"20,000 .. 50,000",382,39.0,92.0
1522160,25,"50,000 .. 100,000",465,77.0,726.0
1610440,25,"200,000 .. 500,000",628,208.0,565.0
964800,25,"200,000 .. 500,000",322,81.0,716.0
1097130,25,"200,000 .. 500,000",428,64.0,381.0
1903620,25,"500,000 .. 1,000,000",302,128.0,337.0
1978590,25,"50,000 .. 100,000",138,93.0,1072.0
914800,24,"200,000 .. 500,000",335,218.0,673.0
1138660,24,"200,000 .. 500,000",813,175.0,1817.0
1634860,24,"200,000 .. 500,000",583,206.0,1340.0
1574240,24,"200,000 .. 500,000",991,108.0,1121.0
1920480,24,"50,000 .. 100,000",784,85.0,826.0
1196470,24,"200,000 .. 500,000",2044,418.0,3822.0
465200,24,"20,000 .. 50,000",178,98.0,497.0
594330,24,"200,000 .. 500,000",262,279.0,1164.0
1286350,24,"500,000 .. 1,000,000",399,204.0,1540.0
1203710,24,"200,000 .. 500,000",340,50.0,432.0
1289380,24,"200,000 .. 500,000",1408,118.0,2141.0
2243710,24,"0 .. 20,000",1111,89.0,362.0
2386310,24,"50,000 .. 100,000",162,35.0,272.0
1038250,24,"200,000 .. 500,000",388,162.0,1200.0
1037020,24,"200,000 .. 500,000",235,31.0,814.0
2102450,24,"50,000 .. 100,000",972,98.0,764.0
1449200,23,"200,000 .. 500,000",1187,103.0,2815.0
1082430,23,"200,000 .. 500,000",125,52.0,491.0
913740,23,"200,000 .. 500,000",412,124.0,2621.0
2229560,23,"50,000 .. 100,000",428,22.0,352.0
1580520,23,"200,000 .. 500,000",917,292.0,1487.0
1205450,23,"200,000 .. 500,000",225,150.0,354.0
768520,22,"200,000 .. 500,000",1724,250.0,3812.0
803330,22,"1,000,000 .. 2,000,000",433,790.0,6279.0
1343240,22,"500,000 .. 1,000,000",370,124.0,3194.0
1981570,22,"50,000 .. 100,000",480,133.0,1125.0
1042490,22,"100,000 .. 200,000",224,85.0,191.0
1167450,22,"200,000 .. 500,000",552,147.0,9186.0
731040,22,"500,000 .. 1,000,000",700,137.0,1207.0
814000,22,"100,000 .. 200,000",412,198.0,7466.0
960690,22,"200,000 .. 500,000",536,281.0,2360.0
1876590,22,"100,000 .. 200,000",390,55.0,309.0
1368030,22,"200,000 .. 500,000",416,96.0,2752.0
1368870,22,"20,000 .. 50,000",753,82.0,537.0
1082180,22,"100,000 .. 200,000",389,83.0,250.0
1462570,22,"200,000 .. 500,000",527,141.0,505.0
1496590,21,"50,000 .. 100,000",369,29.0,104.0
1271700,21,"200,000 .. 500,000",465,363.0,2230.0
707030,21,"500,000 .. 1,000,000",407,78.0,806.0
1904860,21,"200,000 .. 500,000",617,82.0,1492.0
2215260,21,"200,000 .. 500,000",286,219.0,486.0
1519090,21,"100,000 .. 200,000",1599,59.0,2887.0
2216830,21,"20,000 .. 50,000",175,227.0,1283.0
1310410,21,"100,000 .. 200,000",415,124.0,1391.0
1517970,20,"100,000 .. 200,000",373,53.0,128.0
2060130,20,"500,000 .. 1,000,000",532,207.0,10536.0
841190,20,"100,000 .. 200,000",266,80.0,1150.0
1239520,20,"200,000 .. 500,000",5696,984.0,3221.0
698670,20,"1,000,000 .. 2,000,000",278,97.0,5387.0
1179210,20,"100,000 .. 200,000",626,248.0,472.0
811320,20,"50,000 .. 100,000",291,74.0,655.0
2134770,20,"100,000 .. 200,000",555,186.0,2615.0
1685750,20,"100,000 .. 200,000",137,68.0,537.0
1282410,20,"200,000 .. 500,000",770,63.0,3038.0
2076140,20,"20,000 .. 50,000",473,50.0,564.0
2739830,20,"50,000 .. 100,000",652,46.0,840.0
1158370,19,"100,000 .. 200,000",507,225.0,1785.0
1155970,19,"100,000 .. 200,000",260,171.0,599.0
871980,19,"100,000 .. 200,000",1099,110.0,6179.0
1073910,19,"100,000 .. 200,000",294,137.0,2290.0
1138850,19,"200,000 .. 500,000",263,64.0,442.0
628670,19,"200,000 .. 500,000",522,153.0,1862.0
1229380,19,"200,000 .. 500,000",425,220.0,799.0
1731070,19,"100,000 .. 200,000",587,159.0,1665.0
2233120,18,"50,000 .. 100,000",300,70.0,1066.0
1425350,18,"50,000 .. 100,000",147,29.0,160.0
1058450,18,"100,000 .. 200,000",802,107.0,666.0
1357860,18,"20,000 .. 50,000",535,75.0,407.0
1622350,18,"100,000 .. 200,000",123,38.0,439.0
1749750,18,"20,000 .. 50,000",1801,45.0,629.0
757310,18,"200,000 .. 500,000",458,196.0,755.0
1885110,18,"100,000 .. 200,000",333,49.0,394.0
2420660,18,"100,000 .. 200,000",181,90.0,815.0
1306630,18,"100,000 .. 200,000",837,121.0,1139.0
1621310,18,"50,000 .. 100,000",1987,271.0,3604.0
1402120,18,"100,000 .. 200,000",186,48.0,301.0
1153640,18,"200,000 .. 500,000",462,134.0,947.0
1213700,18,"200,000 .. 500,000",161,53.0,947.0
1472660,18,"100,000 .. 200,000",1349,142.0,1329.0
473950,18,"200,000 .. 500,000",190,50.0,324.0
1931010,18,"20,000 .. 50,000",585,55.0,603.0
1859470,17,"50,000 .. 100,000",271,25.0,315.0
1406850,17,"200,000 .. 500,000",641,85.0,594.0
2292260,17,"20,000 .. 50,000",282,39.0,374.0
1844380,17,"50,000 .. 100,000",204,48.0,1556.0
2014550,17,"20,000 .. 50,000",362,37.0,253.0
2461850,17,"100,000 .. 200,000",455,76.0,3892.0
1195290,17,"100,000 .. 200,000",151,116.0,1942.0
1663220,17,"100,000 .. 200,000",362,50.0,592.0
1649010,17,"100,000 .. 200,000",1081,159.0,1369.0
1367590,17,"500,000 .. 1,000,000",242,55.0,550.0
957960,16,"20,000 .. 50,000",160,49.0,229.0
1416050,16,"20,000 .. 50,000",544,24.0,610.0
1249040,16,"200,000 .. 500,000",422,40.0,258.0
1347780,16,"100,000 .. 200,000",145,20.0,187.0
1154810,16,"200,000 .. 500,000",622,105.0,560.0
1118240,16,"200,000 .. 500,000",735,124.0,815.0
1087760,16,"100,000 .. 200,000",257,30.0,514.0
1046400,16,"50,000 .. 100,000",989,30.0,244.0
1832040,16,"20,000 .. 50,000",658,60.0,541.0
566440,15,"200,000 .. 500,000",434,63.0,3375.0
978520,15,"50,000 .. 100,000",757,414.0,3116.0
746850,15,"500,000 .. 1,000,000",311,355.0,914.0
1777620,15,"100,000 .. 200,000",918,64.0,5685.0
1840800,15,"20,000 .. 50,000",794,61.0,352.0
1119980,15,"500,000 .. 1,000,000",446,101.0,399.0
787810,15,"200,000 .. 500,000",612,266.0,1616.0
1608640,15,"200,000 .. 500,000",575,83.0,245.0
1013140,15,"20,000 .. 50,000",764,71.0,1114.0
1328840,15,"200,000 .. 500,000",296,305.0,507.0
1730590,15,"500,000 .. 1,000,000",368,61.0,594.0
1497440,15,"200,000 .. 500,000",212,58.0,392.0
1337010,15,"100,000 .. 200,000",172,37.0,216.0
1286990,15,"200,000 .. 500,000",402,87.0,398.0
1388870,15,"50,000 .. 100,000",601,167.0,508.0
999220,15,"1,000,000 .. 2,000,000",471,174.0,2811.0
1449280,15,"200,000 .. 500,000",250,99.0,200.0
1849900,15,"100,000 .. 200,000",347,60.0,779.0
2051120,14,"0 .. 20,000",482,125.0,296.0
1089830,14,"50,000 .. 100,000",6734,185.0,392.0
1295270,14,"20,000 .. 50,000",19,74.0,2551.0
2731870,14,"0 .. 20,000",1730,36.0,1135.0
1324340,14,"50,000 .. 100,000",432,78.0,2039.0
1979440,14,"20,000 .. 50,000",374,79.0,1350.0
785790,14,"200,000 .. 500,000",622,52.0,605.0
1062830,14,"100,000 .. 200,000",192,63.0,636.0
1456760,14,"20,000 .. 50,000",381,45.0,468.0
1641700,14,"20,000 .. 50,000",195,124.0,307.0
1599020,14,"200,000 .. 500,000",493,32.0,262.0
1893810,14,"100,000 .. 200,000",1078,123.0,1108.0
1341820,14,"200,000 .. 500,000",352,60.0,293.0
1101190,14,"100,000 .. 200,000",1436,374.0,2839.0
1209490,14,"200,000 .. 500,000",319,56.0,674.0
1201270,14,"200,000 .. 500,000",505,77.0,334.0
996770,14,"200,000 .. 500,000",262,191.0,611.0
1000010,14,"500,000 .. 1,000,000",1137,175.0,6590.0
1009290,14,"200,000 .. 500,000",1993,397.0,8493.0
1155330,14,"100,000 .. 200,000",650,46.0,530.0
1493750,14,"100,000 .. 200,000",2420,38.0,568.0
1134100,14,"200,000 .. 500,000",265,142.0,1001.0
2803280,13,"0 .. 20,000",331,296.0,789.0
2717880,13,"50,000 .. 100,000",597,53.0,547.0
2379910,13,"100,000 .. 200,000",73,156.0,301.0
1013220,13,"20,000 .. 50,000",98,15.0,430.0
2254740,13,"50,000 .. 100,000",1339,62.0,2193.0
1294810,13,"100,000 .. 200,000",279,101.0,1560.0
1574260,13,"50,000 .. 100,000",517,42.0,1009.0
1112890,13,"100,000 .. 200,000",589,64.0,399.0
760650,13,"200,000 .. 500,000",2001,98.0,1039.0
1602080,13,"100,000 .. 200,000",539,24.0,592.0
1898500,13,"20,000 .. 50,000",372,55.0,105.0
1286320,13,"100,000 .. 200,000",1412,111.0,4975.0
1191630,13,"100,000 .. 200,000",465,52.0,752.0
1812370,13,"100,000 .. 200,000",474,97.0,332.0
1669420,13,"100,000 .. 200,000",583,21.0,149.0
2394650,12,"50,000 .. 100,000",663,99.0,351.0
1931730,12,"200,000 .. 500,000",223,33.0,174.0
1069690,12,"100,000 .. 200,000",1093,92.0,2063.0
1647550,12,"0 .. 20,000",644,47.0,251.0
1627570,12,"100,000 .. 200,000",323,152.0,1231.0
2081080,12,"50,000 .. 100,000",158,15.0,387.0
2217580,12,"50,000 .. 100,000",189,57.0,196.0
1182620,12,"500,000 .. 1,000,000",215,58.0,1089.0
1680880,12,"200,000 .. 500,000",808,188.0,9824.0
2017080,12,"50,000 .. 100,000",390,41.0,1578.0
1532690,12,"500,000 .. 1,000,000",215,56.0,502.0
1654660,12,"200,000 .. 500,000",169,36.0,424.0
1413870,12,"200,000 .. 500,000",640,21.0,400.0
1904790,12,"50,000 .. 100,000",1087,111.0,255.0
1051690,12,"200,000 .. 500,000",810,104.0,1134.0
515960,12,"100,000 .. 200,000",355,30.0,742.0
1420290,12,"200,000 .. 500,000",779,24.0,352.0
226620,12,"200,000 .. 500,000",265,33.0,2998.0
2694420,12,"100,000 .. 200,000",253,59.0,458.0
1414850,12,"500,000 .. 1,000,000",325,50.0,9120.0
1437400,12,"50,000 .. 100,000",887,95.0,569.0
1996430,12,"50,000 .. 100,000",910,46.0,1244.0
1116580,12,"50,000 .. 100,000",258,26.0,247.0
1670870,12,"100,000 .. 200,000",604,45.0,384.0
1410640,11,"200,000 .. 500,000",602,209.0,865.0
1402110,11,"50,000 .. 100,000",296,28.0,1238.0
2287330,11,"50,000 .. 100,000",1037,31.0,1092.0
1272840,11,"20,000 .. 50,000",263,15.0,214.0
1345890,11,"200,000 .. 500,000",293,53.0,881.0
2106840,11,"200,000 .. 500,000",396,304.0,712.0
1040420,11,"200,000 .. 500,000",1076,59.0,1111.0
1341200,11,"50,000 .. 100,000",1684,224.0,3104.0
2085370,11,"50,000 .. 100,000",518,43.0,537.0
1330470,11,"500,000 .. 1,000,000",855,90.0,4991.0
2272400,11,"100,000 .. 200,000",115,95.0,405.0
2494780,11,"50,000 .. 100,000",53,13.0,129.0
919360,11,"100,000 .. 200,000",120,20.0,197.0
1928870,11,"200,000 .. 500,000",468,61.0,5088.0
1743850,11,"200,000 .. 500,000",73,36.0,346.0
754890,11,"50,000 .. 100,000",284,31.0,796.0
1676130,11,"1,000,000 .. 2,000,000",287,114.0,1907.0
1380420,11,"100,000 .. 200,000",710,94.0,954.0
1045720,11,"50,000 .. 100,000",358,65.0,241.0
1436590,11,"20,000 .. 50,000",648,75.0,312.0
983970,11,"200,000 .. 500,000",339,105.0,702.0
1371720,10,"20,000 .. 50,000",254,75.0,875.0
1206060,10,"200,000 .. 500,000",186,25.0,343.0
1062140,10,"100,000 .. 200,000",77,36.0,344.0
1552810,10,"100,000 .. 200,000",427,28.0,84.0
1967260,10,"50,000 .. 100,000",906,53.0,298.0
1949030,10,"100,000 .. 200,000",565,88.0,724.0
1196090,10,"200,000 .. 500,000",211,107.0,215.0
2009100,10,"200,000 .. 500,000",709,67.0,482.0
1485590,10,"200,000 .. 500,000",759,100.0,7935.0
1225560,10,"200,000 .. 500,000",237,95.0,327.0
2213300,10,"20,000 .. 50,000",688,84.0,306.0
981890,10,"500,000 .. 1,000,000",242,28.0,4022.0
1299510,10,"0 .. 20,000",230,44.0,141.0
1766100,10,"50,000 .. 100,000",920,45.0,567.0
1497950,9,"50,000 .. 100,000",500,43.0,858.0
1920780,9,"200,000 .. 500,000",251,105.0,763.0
1996010,9,"200,000 .. 500,000",315,81.0,832.0
1492680,9,"50,000 .. 100,000",304,30.0,114.0
1975440,9,"50,000 .. 100,000",306,31.0,281.0
1889740,9,"0 .. 20,000",314,33.0,118.0
1038370,9,"200,000 .. 500,000",789,108.0,1743.0
1123450,9,"200,000 .. 500,000",271,73.0,313.0
1429850,9,"20,000 .. 50,000",280,38.0,265.0
1282690,9,"500,000 .. 1,000,000",452,240.0,1387.0
795420,9,"0 .. 20,000",319,82.0,205.0
945770,9,"50,000 .. 100,000",501,32.0,408.0
