app_id,metascore,user_score
2337640,78.0,73
1130710,62.0,0
1060600,84.0,80
1139870,48.0,24
975150,74.0,53
1095040,69.0,16
605800,65.0,65
1592490,77.0,96
975950,68.0,67
1787810,78.0,84
2099990,69.0,72
1698220,70.0,64
1145290,57.0,50
3246160,69.0,71
523770,43.0,67
1154830,61.0,57
1675900,64.0,74
1240060,81.0,54
979310,67.0,70
1620720,71.0,63
1585440,73.0,70
536280,62.0,58
1154670,53.0,30
1318970,84.0,0
1529550,66.0,39
1966420,75.0,60
3270520,90.0,80
2211280,69.0,38
1401400,56.0,0
1299360,74.0,74
1293910,77.0,0
2527580,53.0,55
1453790,72.0,53
1258220,71.0,42
1727180,84.0,73
2024390,63.0,59
945740,53.0,0
2089830,75.0,54
1062340,67.0,65
1342620,73.0,55
1098292,76.0,72
1249110,63.0,65
3070400,72.0,69
1569220,39.0,0
2357570,79.0,19
1436920,73.0,73
1947210,83.0,76
2933620,82.0,62
1755030,70.0,78
1507790,59.0,0
1649340,66.0,66
2324650,82.0,85
2074920,57.0,62
2600140,78.0,0
1094540,75.0,57
962700,68.0,72
1383700,65.0,66
1125330,57.0,66
1064840,40.0,67
1220370,65.0,67
1321070,75.0,38
2073850,80.0,68
2685090,77.0,88
2160480,61.0,67
2784620,79.0,74
2076820,84.0,76
2632930,68.0,0
1239950,73.0,0
874040,67.0,79
1674920,77.0,70
1311070,74.0,71
1122700,76.0,54
1189800,66.0,63
1522140,48.0,68
2278790,86.0,79
1155460,59.0,0
1308880,60.0,49
2225070,74.0,50
1506440,69.0,68
1211930,75.0,74
1068600,44.0,28
894620,76.0,61
935570,56.0,56
925570,44.0,59
1022710,60.0,52
2534370,63.0,66
831050,60.0,63
1417880,60.0,36
1451120,83.0,45
2519060,56.0,24
957710,51.0,20
2008420,36.0,31
1911800,66.0,52
1337920,68.0,64
1426900,58.0,0
1129920,83.0,76
1696220,77.0,76
1234180,73.0,83
589670,74.0,62
1048740,69.0,0
1329810,61.0,0
1295790,71.0,60
1962663,79.0,42
1079830,74.0,76
2141910,84.0,31
715380,49.0,58
451310,77.0,58
2195140,73.0,71
1205430,73.0,51
1188900,70.0,0
1273750,66.0,0
1243890,69.0,66
1910600,85.0,76
2424110,71.0,66
2069180,78.0,0
1243690,63.0,58
3183850,76.0,78
1941410,74.0,65
1803840,66.0,59
1162280,69.0,0
1122100,62.0,60
1684400,65.0,68
917840,80.0,53
2742010,65.0,0
1163060,87.0,70
1943420,73.0,0
1287310,68.0,72
1920100,82.0,82
1271400,78.0,63
2114300,64.0,0
1296980,59.0,60
1452500,62.0,59
1597580,59.0,75
853050,74.0,69
975510,77.0,76
1449850,80.0,60
1220100,76.0,67
820540,75.0,68
1717410,61.0,77
1453900,61.0,42
1880470,58.0,62
1502080,78.0,85
1039100,70.0,0
1323540,65.0,58
1294880,54.0,58
1399690,63.0,55
1885750,83.0,83
1452070,69.0,72
837460,82.0,83
1546100,79.0,74
907670,77.0,78
1142390,39.0,64
1962660,75.0,53
2834910,77.0,82
1320230,59.0,60
1558930,65.0,59
1247570,59.0,0
1760330,65.0,0
600080,76.0,54
1053710,65.0,56
1547380,69.0,54
1508400,76.0,70
2229890,75.0,76
1851030,62.0,0
1406810,65.0,68
1140100,75.0,49
2680190,81.0,80
2732960,83.0,87
1431850,64.0,0
691790,63.0,0
2560250,78.0,75
1030060,58.0,66
1358840,74.0,0
1374970,75.0,72
1913160,44.0,84
2172860,82.0,71
651490,73.0,0
1034750,63.0,66
1573390,57.0,0
2079180,90.0,66
971030,54.0,40
966400,68.0,0
2905090,57.0,53
886060,65.0,37
1476170,59.0,0
2132540,75.0,0
1084990,54.0,42
1621990,60.0,64
1758910,80.0,82
1019310,75.0,73
1542110,61.0,79
1106830,81.0,69
1592320,58.0,36
1973310,72.0,63
1072190,62.0,0
1337100,62.0,0
1198590,64.0,0
1398100,65.0,54
1449320,61.0,72
1093290,76.0,73
1210490,49.0,0
2009450,74.0,0
1329790,63.0,0
1490340,76.0,38
1097790,59.0,69
1172190,66.0,60
1419290,69.0,80
1094730,58.0,0
1150590,67.0,75
1210150,68.0,43
2005680,73.0,0
2429640,72.0,52
1388260,72.0,75
1342260,81.0,76
2376270,65.0,60
1754000,79.0,62
1080450,79.0,60
1351000,49.0,47
1266680,52.0,0
1098170,74.0,62
1136020,56.0,0
1228870,73.0,0
1297300,59.0,56
970840,54.0,30
1205480,61.0,49
1050880,62.0,0
1296290,61.0,87
544920,74.0,68
2236680,83.0,69
1668190,78.0,84
887450,68.0,56
2139460,71.0,59
1931240,84.0,88
838110,74.0,80
944430,86.0,64
1378070,50.0,47
